,0,1,2,3,4,5,6,7
0,-1.534570749438322,-5.876427677383798,45.039973896321435,14.639669953068426,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
1,-1.522557736957062,-5.9314426143438554,45.49377173469464,14.404129197610684,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
2,-1.5101305668547667,-5.981368005228084,45.89591383375628,14.172844395576496,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
3,-1.4972640388537335,-6.025551259015277,46.2372757652291,13.946809577636763,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
4,-1.4842453414164554,-6.062593313736928,46.51569107833235,13.72620151711553,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
5,-1.4709882856997356,-6.091164689035959,46.71530384461386,13.512105783411114,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
6,-1.4590525539282402,-6.1080415618532395,46.81554620209574,13.32825060896378,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
7,-1.4486289949357836,-6.115057705112479,46.83519420464107,13.174448787903508,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
8,-1.4389259567386234,-6.114832123354305,46.79102164031635,13.038304911803607,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
9,-1.430404694187223,-6.1089341354150015,46.70027381275998,12.924335241642828,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
10,-1.4222402648665546,-6.098043848080861,46.566049606180385,12.819936058550569,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
11,-1.4143973593757733,-6.082663022805584,46.39248841661377,12.724283847079711,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
12,-1.4077119636090587,-6.065534049137954,46.20869574706393,12.646473696714043,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
13,-1.402039615916181,-6.048029255482186,46.02640696022627,12.58324182373903,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
14,-1.3961979660108297,-6.026962926577194,45.81109488774528,12.520247971811473,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
15,-1.3902159882112075,-6.002047269892105,45.56051147555645,12.458070161563924,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
16,-1.3845923850156179,-5.97548580187247,45.29704329031088,12.40204820437413,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
17,-1.3790564407433095,-5.946229641147102,45.010085272223776,12.34915049861518,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
18,-1.374557326508676,-5.920016375697685,44.7552916598106,12.307976559817932,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
19,-1.3711796801122083,-5.898631087215916,44.54864984345893,12.278124518018348,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
20,-1.3682466375584748,-5.878651723064686,44.356309230265765,12.252784566683207,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
21,-1.365990812983184,-5.861978824298176,44.19605887754095,12.233582407378437,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
22,-1.3633604436835414,-5.842540285018968,44.01051939368683,12.21211148137195,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
23,-1.360193811308857,-5.818972928532385,43.78717717332095,12.187381395202474,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
24,-1.3571685057370624,-5.795572539838495,43.566541552121166,12.164658768344298,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
25,-1.3539774721994562,-5.7703022422128045,43.32967325352009,12.141719910168842,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
26,-1.35109436877886,-5.746327208109528,43.105766195785094,12.12172053110531,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
27,-1.3485756107788667,-5.724304909684869,42.90067323160592,12.104807592960594,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
28,-1.345914641241249,-5.700654164828297,42.68146060423977,12.087651490531595,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
29,-1.3432103430752158,-5.676034376960938,42.454244336781166,12.070916623168472,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
30,-1.3415102080033618,-5.659178931787504,42.29864955065994,12.060727176470984,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
31,-1.3408388387073544,-5.650759921481846,42.22025873823503,12.056769259313713,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
32,-1.340758796204307,-5.647265537590307,42.18678614556401,12.056279667636456,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
33,-1.3415377026445616,-5.650972754076505,42.21889890686523,12.060773136016616,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
34,-1.3424391285449464,-5.655723555704112,42.26061887644714,12.066040979102914,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
35,-1.3434182329619733,-5.661121052988751,42.308344016223906,12.071836659570296,-11.477682096448596,0.21402949479584282,-1.0652669487074344,11.494816062087382
